Penguin Capitalist - Historical Backtest Log
  TrendPenguin: BUY 1 BE @ $155.42
  TrendPenguin: BUY 1 MSTR @ $132.63
  TrendPenguin: BUY 1 TSLA @ $408.56
  TrendPenguin: BUY 1 NVO @ $47.26
  TrendPenguin: SELL 1 GLD @ $463.70
  TrendPenguin: SELL 1 SLV @ $73.60
  TrendPenguin: SELL 1 PPLT @ $193.15
  TrendPenguin: SELL 1 COPX @ $86.57
  TrendPenguin: BUY 1 URTH @ $190.11
  TrendPenguin: SELL 1 SIL @ $104.82
  TrendPenguin: SELL 1 PICK @ $60.49

Bar 117:
  BreakoutPenguin: SELL 1 COPX @ $86.57
  BreakoutPenguin: SELL 1 PICK @ $60.40
  CarefulTrendPenguin: BUY 1 PLTR @ $132.44
  CarefulTrendPenguin: BUY 1 LMT @ $658.36
  Moving Average Crossover: BUY 1 LMT @ $658.36
  Moving Average Crossover: SELL 1 COPX @ $86.57
  Moving Average Crossover: SELL 1 PICK @ $60.40
  RandomPenguin: SELL 1 BE @ $155.81
  RandomPenguin: BUY 1 MP @ $57.67
  RandomPenguin: BUY 1 MSTR @ $132.42
  RandomPenguin: BUY 1 NVO @ $47.22
  RandomPenguin: BUY 1 SLV @ $73.76
  RandomPenguin: SELL 1 COPX @ $86.57
  RandomPenguin: SELL 1 GDXJ @ $139.58
  RandomPenguin: BUY 1 SIL @ $104.88
  RandomPenguin: SELL 1 REMX @ $88.61
  RandomPenguin2: SELL 1 PLTR @ $132.17
  RandomPenguin2: BUY 1 BE @ $156.13
  RandomPenguin2: SELL 1 MP @ $57.56
  RandomPenguin2: SELL 1 MSTR @ $132.16
  RandomPenguin2: BUY 1 SLV @ $73.76
  RandomPenguin2: BUY 1 PPLT @ $193.50
  RandomPenguin2: SELL 1 SIL @ $104.67
  RandomPenguin2: BUY 1 REMX @ $88.79
  TrendPenguin: BUY 1 NVDA @ $187.67
  TrendPenguin: BUY 1 AAPL @ $259.60
  TrendPenguin: BUY 1 PLTR @ $132.44
  TrendPenguin: BUY 1 AMD @ $199.96
  TrendPenguin: SELL 1 MSTR @ $132.16
  TrendPenguin: SELL 1 TSLA @ $407.52
  TrendPenguin: SELL 1 NVO @ $47.13
  TrendPenguin: BUY 1 GLD @ $464.67
  TrendPenguin: BUY 1 SLV @ $73.76
  TrendPenguin: SELL 1 COPX @ $86.57
  Volatility Breakout: SELL 1 MP @ $57.56
  Volatility Breakout: SELL 1 MSFT @ $396.53

Bar 118:
  BreakoutPenguin: BUY 1 URTH @ $190.09
  CarefulTrendPenguin: BUY 1 AAPL @ $259.85
  CarefulTrendPenguin: BUY 1 PLTR @ $132.25
  CarefulTrendPenguin: BUY 1 BE @ $156.41
  CarefulTrendPenguin: BUY 1 LMT @ $660.30
  Moving Average Crossover: SELL 1 GLD @ $463.94
  Moving Average Crossover: SELL 1 SLV @ $73.77
  Moving Average Crossover: SELL 1 PPLT @ $193.21
  Moving Average Crossover: SELL 1 URTH @ $189.71
  Moving Average Crossover: SELL 1 SIL @ $104.89
  RandomPenguin: BUY 1 NVDA @ $187.59
  RandomPenguin: BUY 1 MP @ $57.83
  RandomPenguin: SELL 1 MSTR @ $132.10
  RandomPenguin: BUY 1 SLV @ $73.91
  RandomPenguin: SELL 1 LIT @ $72.29
  RandomPenguin: SELL 1 SIL @ $104.89
  RandomPenguin: BUY 1 REMX @ $88.85
  RandomPenguin: BUY 1 PICK @ $60.57
  RandomPenguin2: SELL 1 AAPL @ $259.33
  RandomPenguin2: SELL 1 MP @ $57.71
  RandomPenguin2: BUY 1 MSTR @ $132.37
  RandomPenguin2: SELL 1 NVO @ $47.12
  RandomPenguin2: BUY 1 SLV @ $73.91
  RandomPenguin2: BUY 1 URTH @ $190.09
  RandomPenguin2: SELL 1 SIL @ $104.89
  RandomPenguin2: BUY 1 PICK @ $60.57
  TrendPenguin: SELL 1 NVDA @ $187.21
  TrendPenguin: BUY 1 AAPL @ $259.85
  TrendPenguin: SELL 1 PLTR @ $131.99
  TrendPenguin: BUY 1 AMD @ $200.54
  TrendPenguin: SELL 1 MSTR @ $132.10
  TrendPenguin: SELL 1 NVO @ $47.12
  TrendPenguin: BUY 1 SLV @ $73.91
  TrendPenguin: BUY 1 COPX @ $87.00
  TrendPenguin: SELL 1 URTH @ $189.71
  TrendPenguin: BUY 1 GDXJ @ $140.02
  TrendPenguin: BUY 1 PICK @ $60.57

Bar 119:
  BreakoutPenguin: SELL 1 PICK @ $60.45
  CarefulTrendPenguin: BUY 1 AAPL @ $259.86
  CarefulTrendPenguin: BUY 1 PLTR @ $132.49
  CarefulTrendPenguin: BUY 1 TSLA @ $408.88
  CarefulTrendPenguin: BUY 1 LMT @ $660.67
  Moving Average Crossover: SELL 1 GDXJ @ $139.87
  RandomPenguin: SELL 1 MP @ $57.90
  RandomPenguin: SELL 1 TSLA @ $408.06
  RandomPenguin: BUY 1 GLD @ $465.00
  RandomPenguin: SELL 1 SLV @ $73.90
  RandomPenguin: BUY 1 COPX @ $87.13
  RandomPenguin: SELL 1 REMX @ $88.79
  RandomPenguin2: SELL 1 NVDA @ $187.46
  RandomPenguin2: SELL 1 AAPL @ $259.34
  RandomPenguin2: BUY 1 PLTR @ $132.49
  RandomPenguin2: BUY 1 AMD @ $200.48
  RandomPenguin2: SELL 1 MP @ $57.90
  RandomPenguin2: SELL 1 MSTR @ $132.21
  RandomPenguin2: SELL 1 TSLA @ $408.06
  RandomPenguin2: BUY 1 NOC @ $727.95
  RandomPenguin2: SELL 1 PPLT @ $193.44
  RandomPenguin2: SELL 1 URTH @ $189.80
  RandomPenguin2: BUY 1 SIL @ $105.18
  RandomPenguin2: BUY 1 REMX @ $88.97
  RandomPenguin2: SELL 1 PICK @ $60.45
  TrendPenguin: SELL 1 AMD @ $200.08
  TrendPenguin: SELL 1 BE @ $156.08
  TrendPenguin: BUY 1 MP @ $58.02
  TrendPenguin: BUY 1 MSTR @ $132.47
  TrendPenguin: BUY 1 SLV @ $74.04
  TrendPenguin: BUY 1 COPX @ $87.13

Bar 120:
  BreakoutPenguin: BUY 1 LIT @ $72.64
  CarefulTrendPenguin: BUY 1 AAPL @ $260.10
  CarefulTrendPenguin: BUY 1 PLTR @ $132.99
  MomentumPenguin: BUY 1 BE @ $157.42
  Moving Average Crossover: BUY 1 AAPL @ $260.10
  Moving Average Crossover: BUY 1 BE @ $157.42
  Moving Average Crossover: BUY 1 COPX @ $87.19
  RandomPenguin: BUY 1 MP @ $58.16
  RandomPenguin: SELL 1 NVO @ $47.17
  RandomPenguin: SELL 1 SLV @ $73.98
  RandomPenguin: BUY 1 LIT @ $72.64
  RandomPenguin: BUY 1 GDXJ @ $140.40
  RandomPenguin2: BUY 1 AMD @ $201.01
  RandomPenguin2: BUY 1 LIT @ $72.64
  RandomPenguin2: SELL 1 SIL @ $105.15
  TrendPenguin: SELL 1 GLD @ $463.87
  TrendPenguin: BUY 1 SLV @ $74.12
  TrendPenguin: BUY 1 PPLT @ $194.02
  TrendPenguin: BUY 1 COPX @ $87.19
  TrendPenguin: BUY 1 LIT @ $72.64
  Volatility Breakout: BUY 1 AAPL @ $260.10
  Volatility Breakout: BUY 1 BE @ $157.42
  Volatility Breakout: BUY 1 NOC @ $729.68
  Volatility Breakout: SELL 1 GLD @ $463.87
  Volatility Breakout: BUY 1 LIT @ $72.64

Bar 121:
  CarefulTrendPenguin: BUY 1 MP @ $58.78
  MeanReversionPenguin: SELL 1 AAPL @ $261.15
  MomentumPenguin: BUY 1 PLTR @ $134.33
  MomentumPenguin: BUY 1 AMD @ $202.66
  MomentumPenguin: BUY 1 BE @ $158.76
  MomentumPenguin: BUY 1 MP @ $58.78
  MomentumPenguin: BUY 1 MSTR @ $135.71
  MomentumPenguin: BUY 1 TSLA @ $412.65
  MomentumPenguin: BUY 1 COPX @ $88.05
  Moving Average Crossover: BUY 1 NVDA @ $189.36
  Moving Average Crossover: BUY 1 PLTR @ $134.33
  Moving Average Crossover: BUY 1 MP @ $58.78
  Moving Average Crossover: BUY 1 TSLA @ $412.65
  Moving Average Crossover: BUY 1 NVO @ $47.56
  Moving Average Crossover: BUY 1 SLV @ $74.40
  Moving Average Crossover: BUY 1 PPLT @ $195.19
  Moving Average Crossover: BUY 1 PICK @ $61.06
  RandomPenguin: SELL 1 AAPL @ $261.15
  RandomPenguin: SELL 1 AMD @ $202.26
  RandomPenguin: BUY 1 BE @ $158.76
  RandomPenguin: SELL 1 MP @ $58.67
  RandomPenguin: BUY 1 MSTR @ $135.71
  RandomPenguin: SELL 1 NVO @ $47.46
  RandomPenguin: BUY 1 COPX @ $88.05
  RandomPenguin: SELL 1 LIT @ $72.63
  RandomPenguin: BUY 1 URTH @ $190.51
  RandomPenguin: SELL 1 GDXJ @ $140.82
  RandomPenguin: BUY 1 REMX @ $89.35
  RandomPenguin: BUY 1 PICK @ $61.06
  RandomPenguin2: SELL 1 AAPL @ $261.15
  RandomPenguin2: SELL 1 AMD @ $202.26
  RandomPenguin2: SELL 1 BE @ $158.44
  RandomPenguin2: BUY 1 MP @ $58.78
  RandomPenguin2: SELL 1 NOC @ $730.85
  RandomPenguin2: BUY 1 NVO @ $47.56
  RandomPenguin2: BUY 1 GLD @ $465.75
  RandomPenguin2: SELL 1 SLV @ $74.26
  RandomPenguin2: SELL 1 LIT @ $72.63
  RandomPenguin2: BUY 1 GDXJ @ $141.10
  RandomPenguin2: SELL 1 PICK @ $60.94
  RSI Mean Reversion: SELL 1 AAPL @ $261.15
  RSI Mean Reversion: SELL 1 NOC @ $730.85
  TrendPenguin: BUY 1 MP @ $58.78
  Volatility Breakout: BUY 1 NVDA @ $189.36
  Volatility Breakout: BUY 1 PLTR @ $134.33
  Volatility Breakout: BUY 1 MP @ $58.78
  Volatility Breakout: BUY 1 MSFT @ $398.63
  Volatility Breakout: BUY 1 TSLA @ $412.65
  Volatility Breakout: BUY 1 LMT @ $663.26
  Volatility Breakout: BUY 1 NVO @ $47.56
  Volatility Breakout: BUY 1 GLD @ $465.75

Bar 122:
  BreakoutPenguin: SELL 1 GLD @ $462.59
  BreakoutPenguin: BUY 1 URTH @ $191.06
  BreakoutPenguin: BUY 1 REMX @ $89.66
  BreakoutPenguin: BUY 1 PICK @ $61.21
  MomentumPenguin: BUY 1 BE @ $158.01
  MomentumPenguin: BUY 1 MP @ $58.69
  MomentumPenguin: BUY 1 MSTR @ $135.36
  MomentumPenguin: BUY 1 COPX @ $87.61
  MomentumPenguin: BUY 1 PICK @ $61.21
  Moving Average Crossover: BUY 1 SIL @ $105.61
  RandomPenguin: SELL 1 AMD @ $201.50
  RandomPenguin: BUY 1 BE @ $158.01
  RandomPenguin: BUY 1 NVO @ $47.62
  RandomPenguin: SELL 1 SLV @ $73.70
  RandomPenguin: SELL 1 COPX @ $87.44
  RandomPenguin: SELL 1 URTH @ $190.67
  RandomPenguin: BUY 1 SIL @ $105.61
  RandomPenguin: BUY 1 REMX @ $89.66
  RandomPenguin2: SELL 1 AAPL @ $260.70
  RandomPenguin2: SELL 1 MP @ $58.57
  RandomPenguin2: BUY 1 NVO @ $47.62
  RandomPenguin2: SELL 1 GLD @ $462.59
  RandomPenguin2: SELL 1 PPLT @ $193.98
  RandomPenguin2: BUY 1 SIL @ $105.61
  RandomPenguin2: SELL 1 PICK @ $61.09
  TrendPenguin: SELL 1 AAPL @ $260.70
  TrendPenguin: SELL 1 PLTR @ $133.42
  TrendPenguin: SELL 1 AMD @ $201.50
  TrendPenguin: SELL 1 BE @ $157.69
  TrendPenguin: SELL 1 MP @ $58.57
  TrendPenguin: SELL 1 MSTR @ $135.08
  TrendPenguin: BUY 1 NVO @ $47.62
  TrendPenguin: SELL 1 SLV @ $73.70
  TrendPenguin: SELL 1 PPLT @ $193.98
  TrendPenguin: SELL 1 COPX @ $87.44
  TrendPenguin: BUY 1 URTH @ $191.06
  TrendPenguin: SELL 1 GDXJ @ $140.28
  TrendPenguin: BUY 1 REMX @ $89.66
  TrendPenguin: BUY 1 PICK @ $61.21
  Volatility Breakout: SELL 1 GLD @ $462.59

Bar 123:
  BreakoutPenguin: BUY 1 NVO @ $47.64
  BreakoutPenguin: SELL 1 GLD @ $460.64
  BreakoutPenguin: SELL 1 SLV @ $72.63
  BreakoutPenguin: SELL 1 PPLT @ $192.31
  BreakoutPenguin: BUY 1 LIT @ $72.78
  BreakoutPenguin: BUY 1 URTH @ $190.87
  BreakoutPenguin: SELL 1 GDXJ @ $139.07
  BreakoutPenguin: SELL 1 SIL @ $104.24
  BreakoutPenguin: BUY 1 REMX @ $89.60
  CarefulTrendPenguin: SELL 1 BE @ $156.90
  CarefulTrendPenguin: BUY 1 NVO @ $47.64
  CarefulTrendPenguin: SELL 1 GLD @ $460.64
  CarefulTrendPenguin: BUY 1 REMX @ $89.60
  MeanReversionPenguin: SELL 1 AAPL @ $260.64
  MeanReversionPenguin: SELL 1 NVO @ $47.54
  MeanReversionPenguin: BUY 1 GLD @ $461.56
  MeanReversionPenguin: SELL 1 LIT @ $72.64
  MomentumPenguin: BUY 1 MSTR @ $134.74
  Moving Average Crossover: BUY 1 AMD @ $201.93
  Moving Average Crossover: BUY 1 MSFT @ $398.00
  Moving Average Crossover: SELL 1 SLV @ $72.63
  Moving Average Crossover: SELL 1 SIL @ $104.24
  RandomPenguin: BUY 1 NVDA @ $187.77
  RandomPenguin: SELL 1 AAPL @ $260.64
  RandomPenguin: BUY 1 BE @ $157.22
  RandomPenguin: BUY 1 MP @ $58.27
  RandomPenguin: SELL 1 NVO @ $47.54
  RandomPenguin: SELL 1 GLD @ $460.64
  RandomPenguin: BUY 1 PPLT @ $192.69
  RandomPenguin: BUY 1 COPX @ $87.27
  RandomPenguin: BUY 1 LIT @ $72.78
  RandomPenguin: BUY 1 URTH @ $190.87
  RandomPenguin2: BUY 1 AAPL @ $261.16
  RandomPenguin2: BUY 1 AMD @ $201.93
  RandomPenguin2: SELL 1 BE @ $156.90
  RandomPenguin2: BUY 1 MP @ $58.27
  RandomPenguin2: BUY 1 NOC @ $727.73
  RandomPenguin2: BUY 1 LMT @ $660.29
  RandomPenguin2: SELL 1 NVO @ $47.54
  RandomPenguin2: SELL 1 SLV @ $72.63
  RandomPenguin2: SELL 1 PPLT @ $192.31
  RandomPenguin2: BUY 1 COPX @ $87.27
  RandomPenguin2: BUY 1 LIT @ $72.78
  RandomPenguin2: SELL 1 GDXJ @ $139.07
  RandomPenguin2: SELL 1 SIL @ $104.24
  RandomPenguin2: BUY 1 PICK @ $61.13
  RSI Mean Reversion: SELL 1 NVO @ $47.54
  RSI Mean Reversion: BUY 1 GLD @ $461.56
  RSI Mean Reversion: SELL 1 LIT @ $72.64
  TrendPenguin: SELL 1 AAPL @ $260.64
  TrendPenguin: SELL 1 PLTR @ $133.05
  TrendPenguin: BUY 1 AMD @ $201.93
  TrendPenguin: SELL 1 MP @ $58.15
  TrendPenguin: SELL 1 MSTR @ $134.47
  TrendPenguin: BUY 1 NVO @ $47.64
  TrendPenguin: SELL 1 SLV @ $72.63
  TrendPenguin: SELL 1 COPX @ $87.09
  TrendPenguin: BUY 1 LIT @ $72.78
  TrendPenguin: SELL 1 URTH @ $190.49
  TrendPenguin: SELL 1 REMX @ $89.42
  TrendPenguin: SELL 1 PICK @ $61.01
  Volatility Breakout: SELL 1 SLV @ $72.63
  Volatility Breakout: SELL 1 PPLT @ $192.31
  Volatility Breakout: SELL 1 GDXJ @ $139.07
  Volatility Breakout: SELL 1 SIL @ $104.24

Bar 124:
  BreakoutPenguin: BUY 1 MSFT @ $398.63
  BreakoutPenguin: BUY 1 NVO @ $47.67
  BreakoutPenguin: BUY 1 LIT @ $72.75
  BreakoutPenguin: SELL 1 GDXJ @ $139.19
  CarefulTrendPenguin: BUY 1 AMD @ $202.19
  CarefulTrendPenguin: SELL 2 MSTR @ $134.36
  CarefulTrendPenguin: BUY 1 NVO @ $47.67
  MeanReversionPenguin: SELL 1 AAPL @ $260.69
  MeanReversionPenguin: SELL 1 NVO @ $47.58
  MeanReversionPenguin: SELL 1 REMX @ $89.38
  MomentumPenguin: BUY 1 MSTR @ $134.63
  Moving Average Crossover: SELL 1 PPLT @ $192.64
  RandomPenguin: SELL 1 BE @ $156.93
  RandomPenguin: BUY 1 MSTR @ $134.63
  RandomPenguin: BUY 1 NVO @ $47.67
  RandomPenguin: SELL 1 SLV @ $73.11
  RandomPenguin: SELL 1 COPX @ $87.14
  RandomPenguin: SELL 1 URTH @ $190.55
  RandomPenguin: BUY 1 GDXJ @ $139.47
  RandomPenguin: BUY 1 PICK @ $60.88
  RandomPenguin2: SELL 1 PLTR @ $133.39
  RandomPenguin2: SELL 1 AMD @ $201.79
  RandomPenguin2: BUY 1 MP @ $58.45
  RandomPenguin2: BUY 1 TSLA @ $411.32
  RandomPenguin2: BUY 1 NVO @ $47.67
  RandomPenguin2: SELL 1 GDXJ @ $139.19
  RandomPenguin2: BUY 1 SIL @ $104.69
  RandomPenguin2: SELL 1 REMX @ $89.38
  RandomPenguin2: BUY 1 PICK @ $60.88
  TrendPenguin: BUY 1 AAPL @ $261.22
  TrendPenguin: BUY 1 PLTR @ $133.65
  TrendPenguin: BUY 1 AMD @ $202.19
  TrendPenguin: BUY 1 BE @ $157.24
  TrendPenguin: BUY 1 MP @ $58.45
  TrendPenguin: SELL 1 MSTR @ $134.36
  TrendPenguin: BUY 1 MSFT @ $398.63
  TrendPenguin: BUY 1 TSLA @ $411.32
  TrendPenguin: BUY 1 NVO @ $47.67
  TrendPenguin: BUY 1 SLV @ $73.25
  TrendPenguin: BUY 1 PPLT @ $193.03
  TrendPenguin: SELL 1 LIT @ $72.61
  TrendPenguin: SELL 1 PICK @ $60.76

Bar 125:
  BreakoutPenguin: SELL 1 GLD @ $460.25
  BreakoutPenguin: SELL 1 SLV @ $72.60
  BreakoutPenguin: SELL 1 GDXJ @ $138.57
  BreakoutPenguin: SELL 1 SIL @ $103.94
  CarefulTrendPenguin: SELL 3 AAPL @ $260.21
  CarefulTrendPenguin: SELL 6 PLTR @ $132.47
  CarefulTrendPenguin: SELL 1 MP @ $57.85
  CarefulTrendPenguin: SELL 1 TSLA @ $408.61
  CarefulTrendPenguin: SELL 3 LMT @ $656.85
  CarefulTrendPenguin: BUY 1 NVO @ $47.57
  CarefulTrendPenguin: SELL 1 REMX @ $89.13
  MeanReversionPenguin: SELL 1 NVO @ $47.47
  MeanReversionPenguin: BUY 1 GLD @ $461.17
  MomentumPenguin: SELL 1 BE @ $154.60
  MomentumPenguin: SELL 1 GDXJ @ $138.57
  MomentumPenguin: SELL 1 SIL @ $103.94
  RandomPenguin: SELL 1 NVDA @ $186.71
  RandomPenguin: BUY 1 AMD @ $201.02
  RandomPenguin: SELL 1 MP @ $57.85
  RandomPenguin: SELL 1 COPX @ $86.82
  RandomPenguin: SELL 1 GDXJ @ $138.57
  RandomPenguin: SELL 1 SIL @ $103.94
  RandomPenguin: SELL 1 REMX @ $89.13
  RandomPenguin2: SELL 1 AAPL @ $260.21
  RandomPenguin2: BUY 1 AMD @ $201.02
  RandomPenguin2: SELL 1 MP @ $57.85
  RandomPenguin2: BUY 1 MSTR @ $133.55
  RandomPenguin2: SELL 1 LMT @ $656.85
  RandomPenguin2: SELL 1 SLV @ $72.60
  RandomPenguin2: SELL 1 COPX @ $86.82
  RandomPenguin2: SELL 1 LIT @ $72.42
  RandomPenguin2: BUY 1 URTH @ $190.37
  RandomPenguin2: SELL 1 SIL @ $103.94
  RandomPenguin2: SELL 1 REMX @ $89.13
  RandomPenguin2: SELL 1 PICK @ $60.64
  TrendPenguin: SELL 1 AAPL @ $260.21
  TrendPenguin: SELL 1 PLTR @ $132.47
  TrendPenguin: SELL 1 AMD @ $200.62
  TrendPenguin: SELL 1 BE @ $154.60
  TrendPenguin: SELL 1 MP @ $57.85
  TrendPenguin: SELL 1 MSTR @ $133.28
  TrendPenguin: SELL 1 MSFT @ $396.54
  TrendPenguin: SELL 1 TSLA @ $408.61
  TrendPenguin: SELL 1 NVO @ $47.47
  TrendPenguin: SELL 1 SLV @ $72.60
  TrendPenguin: SELL 1 PPLT @ $192.14
  TrendPenguin: SELL 1 COPX @ $86.82
  TrendPenguin: SELL 1 LIT @ $72.42
  TrendPenguin: SELL 1 URTH @ $189.99
  Volatility Breakout: SELL 1 NVDA @ $186.71

Bar 126:
  BreakoutPenguin: SELL 1 MSFT @ $395.75
  BreakoutPenguin: SELL 1 GLD @ $458.54
  BreakoutPenguin: SELL 1 SLV @ $72.25
  BreakoutPenguin: SELL 1 PICK @ $60.46
  MeanReversionPenguin: BUY 1 SLV @ $72.39
  MeanReversionPenguin: BUY 1 SIL @ $103.69
  MomentumPenguin: SELL 1 NVDA @ $186.57
  MomentumPenguin: SELL 1 PLTR @ $131.90
  MomentumPenguin: SELL 1 BE @ $154.35
  MomentumPenguin: SELL 1 MP @ $57.66
  MomentumPenguin: SELL 1 MSTR @ $132.56
  MomentumPenguin: SELL 1 TSLA @ $406.59
  MomentumPenguin: SELL 1 COPX @ $86.75
  MomentumPenguin: SELL 1 SIL @ $103.48
  Moving Average Crossover: SELL 1 NVDA @ $186.57
  RandomPenguin: SELL 1 NVDA @ $186.57
  RandomPenguin: BUY 1 BE @ $154.66
  RandomPenguin: SELL 1 MSTR @ $132.56
  RandomPenguin: BUY 1 LMT @ $659.13
  RandomPenguin: BUY 1 NVO @ $47.48
  RandomPenguin: SELL 1 SLV @ $72.25
  RandomPenguin: SELL 1 PPLT @ $191.67
  RandomPenguin: SELL 1 SIL @ $103.48
  RandomPenguin: BUY 1 PICK @ $60.58
  RandomPenguin2: BUY 1 AMD @ $201.06
  RandomPenguin2: BUY 1 MP @ $57.78
  RandomPenguin2: BUY 1 MSTR @ $132.82
  RandomPenguin2: SELL 1 TSLA @ $406.59
  RandomPenguin2: SELL 1 NOC @ $725.22
  RandomPenguin2: SELL 1 NVO @ $47.39
  RandomPenguin2: SELL 1 SLV @ $72.25
  RandomPenguin2: BUY 1 PICK @ $60.58
  RSI Mean Reversion: BUY 1 SLV @ $72.39
  RSI Mean Reversion: BUY 1 GDXJ @ $137.93
  RSI Mean Reversion: BUY 1 SIL @ $103.69
  TrendPenguin: SELL 1 AAPL @ $260.00
  TrendPenguin: SELL 1 PLTR @ $131.90
  TrendPenguin: BUY 1 AMD @ $201.06
  TrendPenguin: SELL 1 MSTR @ $132.56
  TrendPenguin: BUY 1 NOC @ $726.68
  TrendPenguin: BUY 1 LMT @ $659.13
  TrendPenguin: SELL 1 NVO @ $47.39
  TrendPenguin: SELL 1 SLV @ $72.25
  TrendPenguin: BUY 1 URTH @ $190.45
  Volatility Breakout: SELL 1 MSFT @ $395.75

Bar 127:
  CarefulTrendPenguin: BUY 1 AMD @ $201.53
  MeanReversionPenguin: SELL 1 AAPL @ $260.83
  MeanReversionPenguin: BUY 1 GDXJ @ $138.00
  MeanReversionPenguin: BUY 1 SIL @ $103.61
  MomentumPenguin: SELL 1 BE @ $153.95
  MomentumPenguin: SELL 1 MP @ $57.71
  MomentumPenguin: SELL 1 MSTR @ $132.73
  Moving Average Crossover: SELL 1 BE @ $153.95
  Moving Average Crossover: SELL 1 MSFT @ $395.88
  RandomPenguin: BUY 1 NVDA @ $187.26
  RandomPenguin: BUY 1 PLTR @ $132.06
  RandomPenguin: SELL 1 BE @ $153.95
  RandomPenguin: SELL 1 MP @ $57.71
  RandomPenguin: SELL 1 MSTR @ $132.73
  RandomPenguin: BUY 1 MSFT @ $396.68
  RandomPenguin: SELL 1 NVO @ $47.43
  RandomPenguin: BUY 1 SLV @ $72.93
  RandomPenguin: SELL 1 PICK @ $60.54
  RandomPenguin2: BUY 1 NVDA @ $187.26
  RandomPenguin2: SELL 1 AMD @ $201.13
  RandomPenguin2: SELL 1 MP @ $57.71
  RandomPenguin2: BUY 1 MSTR @ $133.00
  RandomPenguin2: BUY 1 LMT @ $659.53
  RandomPenguin2: BUY 1 NVO @ $47.53
  RandomPenguin2: BUY 1 SLV @ $72.93
  RandomPenguin2: BUY 1 SIL @ $103.61
  TrendPenguin: BUY 1 NVDA @ $187.26
  TrendPenguin: BUY 1 AAPL @ $261.35
  TrendPenguin: SELL 1 PLTR @ $131.80
  TrendPenguin: BUY 1 AMD @ $201.53
  TrendPenguin: BUY 1 MP @ $57.83
  TrendPenguin: BUY 1 MSTR @ $133.00
  TrendPenguin: BUY 1 MSFT @ $396.68
  TrendPenguin: BUY 1 NVO @ $47.53
  TrendPenguin: BUY 1 SLV @ $72.93
  TrendPenguin: BUY 1 PPLT @ $192.49

Bar 128:
  BreakoutPenguin: BUY 1 AAPL @ $262.15
  BreakoutPenguin: BUY 1 AMD @ $202.49
  BreakoutPenguin: BUY 1 NVO @ $47.75
  CarefulTrendPenguin: BUY 1 AMD @ $202.49
  CarefulTrendPenguin: BUY 1 LMT @ $660.04
  MeanReversionPenguin: SELL 1 AAPL @ $261.63
  MeanReversionPenguin: SELL 1 NVO @ $47.65
  MomentumPenguin: SELL 1 BE @ $154.54
  MomentumPenguin: BUY 1 SLV @ $73.51
  Moving Average Crossover: SELL 1 PLTR @ $132.39
  Moving Average Crossover: SELL 1 MP @ $57.73
  Moving Average Crossover: SELL 1 TSLA @ $408.86
  Moving Average Crossover: SELL 1 NOC @ $725.56
  RandomPenguin: SELL 1 NVDA @ $187.40
  RandomPenguin: SELL 1 PLTR @ $132.39
  RandomPenguin: SELL 1 AMD @ $202.08
  RandomPenguin: SELL 1 BE @ $154.54
  RandomPenguin: SELL 1 MSTR @ $133.41
  RandomPenguin: SELL 1 LMT @ $658.72
  RandomPenguin: SELL 1 GLD @ $461.67
  RandomPenguin: SELL 1 SLV @ $73.36
  RandomPenguin: BUY 1 PPLT @ $193.28
  RandomPenguin: BUY 1 COPX @ $87.49
  RandomPenguin: BUY 1 GDXJ @ $138.93
  RandomPenguin: SELL 1 REMX @ $89.26
  RandomPenguin2: BUY 1 NVDA @ $187.78
  RandomPenguin2: SELL 1 PLTR @ $132.39
  RandomPenguin2: BUY 1 MP @ $57.85
  RandomPenguin2: BUY 1 MSTR @ $133.68
  RandomPenguin2: BUY 1 TSLA @ $409.68
  RandomPenguin2: SELL 1 LMT @ $658.72
  RandomPenguin2: BUY 1 URTH @ $190.46
  RandomPenguin2: BUY 1 SIL @ $104.35
  RandomPenguin2: BUY 1 REMX @ $89.44

Bar 129:
  BreakoutPenguin: BUY 1 AAPL @ $262.21
  BreakoutPenguin: BUY 1 NVO @ $47.75
  MeanReversionPenguin: SELL 1 AAPL @ $261.69
  MeanReversionPenguin: SELL 1 NVO @ $47.65
  MomentumPenguin: SELL 1 BE @ $153.34
  Moving Average Crossover: SELL 1 LMT @ $657.34
  Moving Average Crossover: SELL 1 PICK @ $60.68
  RandomPenguin: BUY 1 AMD @ $202.42
  RandomPenguin: SELL 1 BE @ $153.34
  RandomPenguin: BUY 1 MP @ $57.91
  RandomPenguin: SELL 1 MSTR @ $133.06
  RandomPenguin: SELL 1 MSFT @ $397.40
  RandomPenguin: BUY 1 NOC @ $726.44
  RandomPenguin: BUY 1 LMT @ $658.66
  RandomPenguin: SELL 1 NVO @ $47.65
  RandomPenguin: BUY 1 GLD @ $462.01
  RandomPenguin: SELL 1 SLV @ $73.40
  RandomPenguin: BUY 1 PPLT @ $193.56
  RandomPenguin: BUY 1 COPX @ $87.38
  RandomPenguin: SELL 1 GDXJ @ $138.24
  RandomPenguin: BUY 1 REMX @ $89.20
  RandomPenguin2: SELL 1 NVDA @ $187.29
  RandomPenguin2: BUY 1 AAPL @ $262.21
  RandomPenguin2: SELL 1 AMD @ $202.02
  RandomPenguin2: BUY 1 BE @ $153.64
  RandomPenguin2: BUY 1 MSTR @ $133.32
